Audio File|Original Transcription|Synthesized Transcription
bas_rnd1_106.wav| În București nu cunoșteam pe nimeni, în Portugalia și Germania la fel.| În București nu cunoșteam pe nimeni, în Portugalia și Germania la fel.
bas_rnd1_107.wav| Avem dificultăți cu jucătorii de afară.| Avem dificultăți cu jupători de afară.
bas_rnd1_108.wav| Redacția vă garantează primirea volumelor.| Redatia va garanteaza primirea volumelor.
bas_rnd1_109.wav| Cele de acum sunt lucruri făcute să se strice, am mai spus acesta.| Cele de acum sunt lucruri făcute să se striceam, ai spus acesta.
bas_rnd1_110.wav| Citește întreaga poveste al lui Pepe Petrina în ediția de astăzi a ziarului adevărul de seară.| și teste întreala povestea lui Pepe Petrina în ediția de astăzi a ziarului adevărul de seara.
bas_rnd1_111.wav| Cauzele nu se cunosc oficial, insa cel mai probabil e vorba de faptul ca a cedat terasamentul.| Cauzele nu se cunosc oficial, însă cel mai probabil e vorba de faptul că a cedat terasamentul.
bas_rnd1_112.wav| Cu toate că străzile sunt pline de cerșetori, autoritățile susțin că au rezultate notabile în lupta împotriva cerșetorii ei.| Cu toate că străzile sunt prine de cerșetori, autoritățile sustin că au rezultate notabile în lupta împotriva cerșetoriei.
bas_rnd1_113.wav| Valoarea bunurilor sarvate depășește suma de 50.000 lei.| Valoarea bunurilor sa va te depaseste suma de 50.000 de lei.
bas_rnd1_114.wav| Voi căuta întot orașul pentru că nu vreau să-mi știrbesc colecția, a spus tânăra.| Voi cauta in tot orasul pentru ca nu vreau sa-mi stiibesc o lectie a spus tanara.
bas_rnd1_115.wav| 86 de persoane au fost legitimate iar 11 cetateni au fost conduși la sediul poliției.| 86 de persoane au fost legitimate, iar 11 cetățeni au fost conduși la sediul poliției.
bas_rnd1_116.wav| Răzvan Cocișe a evoluat 85 de minute la oaspet.| Răzvan Cocișă a evoluat 85 de minute la oaspet.
bas_rnd1_117.wav| Eu lucrez din 1992 in domeniul, dar nu am mai intalnit asa ceva.| Eu lucrez din 1992 in domeniul, dar nu am mai intalnit asa ceva.
bas_rnd1_118.wav| Erorile ne-au constat.| Terorile n-au costat.
bas_rnd1_119.wav| Primele doze ale vaccinului impotriva gripei AH1N1 vor fi disponibile începând de săptămâna viitoare.| Primele doze ale vaccinului impotriva gripe ca H1N1 vor fi disponibile începând de săptămâna viitoare.
bas_rnd1_120.wav| Până în luna septembrie, alte peste 30 de autorizații au fost eliberate pentru construcțiile rezidențiale din Banat.| în luna septembrie alte peste 30 de autorizații au fost eliberate pentru construcțiile rezidențiale din Banat.
bas_rnd1_121.wav| Suntem în grafic cu angajamentele asumate în protocolul semnat cu Ministerul transportului și CNADNR la începutul anului.| Suntem în grafic cu angajamentele asumate în protocolul senat cu Ministerul transportului și CNADNR la începutul anului.
bas_rnd1_122.wav| Artea înseamnă sacrificiul.| Ar tanțeam la sacrificiul!
bas_rnd1_123.wav| Oamenii s-au trezit de nenumărate ori cu un cal sau o vacă în fața mașinii.| Oamenii s-au tezit de nenumorate oricum calc sau vac în față mașinii.
bas_rnd1_124.wav| Valoarea estimata lucrurilor este de 16 milioane de lei.| Valoarea estimata a lucrurilor este de 16 milioane de lei.
bas_rnd1_125.wav| Asta până când tatălui lui s-a îmbolnăvit de cancer.| asta pana cand tata lui s-a invalnavit de cance
bas_rnd1_126.wav| Simteam ca o iau razna, asa ca am mers la un psiholog.| Sinteam că o i-au răzna așa că am mers la un țiolog.
bas_rnd1_127.wav| Georgica Cornu, Frații Cristescu sau Romeo Dunca sunt cei care analizează această opțiune.| Dior Gică, Cornu, Frații Tristescu sau Romeo Dunca sunt cei care analizează această opțiune.
bas_rnd1_128.wav| Îi place pesticlă și vrea să câștige cât mai mult spațiu.| De-ai place peste sticla si vrea sa castige cat mai mult spatiu.
bas_rnd1_129.wav| De asemenea, nevăzătorii vor primi un pliant plastifiat în limbajul brai și vor beneficia de întrumări speciale.| De asemenea, nevăzătorii vor primi un pliant plastifiat în limbajul braiei și vor beneficia de îndrumări speciale.
bas_rnd1_130.wav| Mașina nu accelerează vânzările de case.| Mașina nu acelerează vânzările de case.
bas_rnd1_131.wav| După o săptămână de pauză, fostul antrenor principal, Stefan Apostol, a revenit la echipă.| După o săptămână de pauză, fostul antrenor principal, Ștefan Apostol, a revenit la echipă.
bas_rnd1_132.wav| Tarife decente sunt oferite pentru revelion la mai multe pensiuni din Maramures, Bucovina, Albacari Eseni, Azuga si Busteni.| Tarife decente sunt oferite pentru rebelion la mai multe pensiuni din Maramurești, Bucovina, Albaca, Rieșeni, Azubă și Busteni.
bas_rnd1_133.wav| Lăvea birourile a runcat vreo 3 scaune.| Lovea birourile a aruncat vreo 3 scaune.
bas_rnd1_134.wav| La casa de cultura studenților poate fi urmărit de la ora 21.| La casa de cultura studentilor poate fi urmarit de la ora 21.
bas_rnd1_135.wav| În consecință, prima înfățișare va avea loc în luna octombrie.| În consecință, prima înfătișare va avea loc în lână octombrie.
bas_rnd1_136.wav| Acesta este prețul la care ajunge un echipament complet pentru o singură persoană.| Acesta este pretul la care ajunge un echipament complet pentru o simura persoana.
bas_rnd1_137.wav| În urma lui a rămas o baltă de sânge pe caldarăm.| În urma lui a ramas o baltă de sânge pe caldară.
bas_rnd1_138.wav| Pe lângă clienții fidel, locul de joacă are asigurată clientela din rândul părinților care își fac împărăturile din supermarket.| Pe lândă clientii fidei, locul de joacă are asigurată clientela din rândul părinților care își fac cumpărăturile de Supermalted.
bas_rnd1_139.wav| De ce eu am scăpat? Nu știu nici azi.| De ce eu am scăpat? Nu știu nici azi.
bas_rnd1_140.wav| Lipsesc 50 de lei.| După 50 de lei
bas_rnd1_141.wav| Alții sunt însă mai pesimii.| Alții sunt însă mai pesimii.
bas_rnd1_142.wav| Unul care până în ultima clipă a vieții sale s-a mândrit cu crimele comise.| număr care până în ultima clipă a vieții s-a ales amândrit cu crimele comise.
bas_rnd1_143.wav| Ion Buica s-a despărțit de soția lui în urmă cu doi ani.| Eu am voie că s-a despărțit de sătia lui în urma cu doi ani.
bas_rnd1_144.wav| Am văzut și meciurile stelei în liga campionilor.| Am văzut și meciurile stelei în liga campioanilor.
bas_rnd1_145.wav| De mâine vor proceda la fel și cei de la judecătoria slatină.| De mâine vor proceda la fel și cei de la judecătoria slatină.
bas_rnd1_146.wav| Manevra de redresare a masinii a fost fatala.| Manevra de redresare a masinii a fost fatala.
bas_rnd1_147.wav| Este o masura corecta de clara bazac.| Este o masura corecta de clara baza.
bas_rnd1_148.wav| Bărbatul este cercetat penal de polițiștii din Ardud pentru lovire și alte violențe.| Borbatul este cercetat penal de polițiiștii de ardut pentru lovire și alte violente.
bas_rnd1_149.wav| Lumea deja m-a îngropat până dezamărit Constantin.| Lumea deja m-a îmgropat până de zamagit Constantin.
bas_rnd1_150.wav| Asta le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.| Asta le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.
bas_rnd1_151.wav| Noi, dacă am dat-o, am lansat o variantă.| Noi deocamdeată am răzat o variantă.
bas_rnd1_152.wav| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.
bas_rnd1_153.wav| Medicii, polițiștii și judecătorii respectă cu sfințenie dreptul persoanelor cu afecțiuni psihice de a se plimba printre noi.| medicii, polițiștii și judecătorii respectă cu sfințenie dreptul persoanelor cu afecțiuni psihice de a se prima printre noi.
bas_rnd1_154.wav| Acesta trecuse legal frontiera pela Giurgiu.| acesta trecuse legal frontiera pe la Giurgiu.
bas_rnd1_155.wav| Depinde de client.| Depinde de client.
bas_rnd1_156.wav| Mă descurc, n-am probleme, spune Valentin, ușor îmbujurat.| Mă descurc, n-am probleme, spune Valentin, ușor îmbujurat.
bas_rnd1_157.wav| Când ajunge în capătul scărilor, te întâmpina statuia străjeri.| Când ajunge în capătul scărilor, te întâmplină statuia străjeri.
bas_rnd1_158.wav| Banca de Alimente reprezintă o soluție imediată de ajutorare a persoanelor fărăvenituri sau cuvenituri foarte mici.| Banca de Alimente reprezintă o soluție imediată de ajutorare a persoanelor fără venituri sau cu venituri foarte mici.
bas_rnd1_159.wav| Tatăl fetiței născută prematur și declarată moartă inițial, a declarat că nu există nicio schimbare în starea micuței.| Otatări fetiței născută prematuri și declarată moartă inițial, a declarat că nu există nicio schimbare în starea micuței.
bas_rnd1_160.wav| Avem în medie cam 30 de spectacole pe an.| Avem un medie cam 30 de spectacole pe an.
bas_rnd1_161.wav| Se pare că un rol important în declașarea migrenelor îl are neurotransmițătorul serotonină.| care pare ca un rol important în declanșoarea migrenelor îl are neurotransmitătorul serotonină.
bas_rnd1_162.wav| Micimește sugar din atelierele pentru reparat pantofi sunt afectați de apariția magazinelor cu produse la 15 lei.| mici imești de sugar din aterierele pentru reparat pantof sunt afectați de aparitia magazinelor cu produse la 15 lei.
bas_rnd1_163.wav| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.| Trin urmare, multe asociații au făcut adrese către primarie, cerând să fie scoase din program.
bas_rnd1_164.wav| Nimănui în afară de ea nu-i pasă de mine.| Nima noi, neafara de ea, nu-i pasa de mine.
bas_rnd1_165.wav| Ea era tot timpul pe minge.| Ea era tot timpul pe minge.
bas_rnd1_166.wav| Atunci vânătorul și-a dat seama că este în fața unui record.| Atunci, roanatorul s-a dat seama ca este in fata unui record.
bas_rnd1_167.wav| O știre din îndepărtata Irlandă ar trebui și ea să ne dea serios de gândit.| o știre din îndepătata irlanda trebuie și ea să ne dea serios de gândit.
bas_rnd1_168.wav| Procesul de negociere de până acum nu a fost ușor.| Procesul de negociere de până acum nu a fost ușor.
bas_rnd1_169.wav| În urma accidentului, tânărul a suferit leziuni multiple care au dus la moartea sa.| În urmă accidentului, tânărul a suferit leziuni multiple care i-au dus la martesa.
bas_rnd1_170.wav| Am învățat să ne înțelegem și observ că facem progresii de la un spectacol la altul.| Am avătat să ne întelegem și observ că facem progrese de la un spectacol la altul.
bas_rnd1_171.wav| Bergody a făcut un gest râț fidător la adresa mea.| Berbodi a făcut un gest urât fidător la adresa mea.
