Audio File|Original Transcription|Synthesized Transcription
sgs_rnd1_039.wav| În localitate există șase polițiști, dintre care unul este în concediu și unul are mână ruptă.| În localitate există șase polițiști, dintre care unul este în concedie și unul are mână ruptă.
sgs_rnd1_040.wav| încă de la prima accesare m-a atras foarte mult.| De la prima accesare m-a tras foarte mult.
sgs_rnd1_041.wav| Cât durează până câștigă, nu se poate spune.| că durează până câștigă, nu se poate spune.
sgs_rnd1_042.wav| Dacă și pe data de 30 septembre se întârze cu primirea avansului, pe 2 octombrie la ora 7.| Dacă și pe data de 30 septembre se întârze cu primirea avansului pe 2 octombre la ora 7.
sgs_rnd1_043.wav| copiii care țineau în brațe bărcuțe cu telecomanda au înconjurat Funtâna Speranței, gata de cursă.| copiii care țineau în brațe bărcuțe cu telecomanda un conjurat fântână speranței, gata de cursă.
sgs_rnd1_044.wav| În blocul 6, două scări, adică aproximativ 30 de apartamente, erau terminate când au venit actele de la primărie.| În locul 6, 2 scări, adică aproximativ 30 de apartamente, erau terminate când au venit actele de la primărie.
sgs_rnd1_045.wav| a fost testat alcohol test, rezultatul fiind negativ.| a fost testat arcoaltest, rezultatul fiind negativ.
sgs_rnd1_046.wav| Până la urmă rămâi oricum doar cu amintiri plăcute, oboseala trece cu un somn bun.| Până la urmăre unui oricum doar cu amintiri plăcute obosea la trece cu un somn bun.
sgs_rnd1_047.wav| De atunci am învățat foarte multe persoane să danseze pe diferite ritmuri.| De atunci am învățat foarte multe persoane să danseze pe diferite ritmuri.
sgs_rnd1_048.wav| După ce au administrat îngrijirile de urgență, medicul a dus la reanimare, unde se află sub superevegare de specialitate.| După ce au administrat îngrijirile de urgență, medicului au dus la reanimare unde se află sub supraveghere de specialitate.
sgs_rnd1_049.wav| Iorica Crișan, directorul muzeului, stă zilnic peste program la serviciu.| Iorică Hrișani, directorul muzeului, stă zidnic peste program la serviciu.
sgs_rnd1_050.wav| Eșecul statului federal în fața cicloanelor rămâne de cele mai profunde stigmate ale președinției lui George.| Deșecuri statului federal în fața cicloanelor rămâne unul dintre cele mai profunde stigmate ale președinției lui George.
sgs_rnd1_051.wav| cel mai mare succes la vânzări l-a avut imediat după debut.| cel mai mare succes la vânzări l-a avut imediat după debut.
sgs_rnd1_052.wav| Parfumul reflectă atitudinea și stilul unic al unei femei, a spus cântăreața.| Parfumul reflectă atitudinea și stiluri unică al unei femei, a spus cântărața.
sgs_rnd1_053.wav| Responsabil pentru această stare de lucruri este consumul prea mare de alcool și fumatul excesiv.| responsabil pentru această stare de lucrurile este consumul prea mare de alcool și fumatul excesiv.
sgs_rnd1_054.wav| Calton de Brugh este situat la aproximativ 15 km de aeroportul din oras.| Carton de brug este situat la aproximativ 15 km de aeroportul din Oras.
sgs_rnd1_055.wav| ar trebui să mai îngăjeze pe oră.| Ar trebui să mai angășeze, però...
sgs_rnd1_056.wav| bai marenii vor putea cumpara produse chiar si cu 5 lei.| Băi, mărenii vor putea cumpăra produse chiar și cu 5 lei.
sgs_rnd1_057.wav| Familia casătorit are doi copii și doi nepotri.| Că săturit are doi copii și doi neboți.
sgs_rnd1_058.wav| Mi-au placut oameni si mereu am avut incredere in oameni.| mi-au plăcut oamenii și mereu am avut încredere în oameni.
sgs_rnd1_059.wav| a uitat că nu mai este propagandist de partid, ci reprezentat al statului român.| a evitat că nu mai este propagandist de partid și reprezentat al statului rumân.
sgs_rnd1_060.wav| Această activitate este considerată comerț ilicit de produse care atrage de la sine sanțiuni date de polițiștii comunitari.| Această activitate este considerată comertilicit de produse care atrage de la sine sanțiuni date de polițiștii comunitari.
sgs_rnd1_061.wav| Doar în primele zile, inspectorii au confiscat aproape jumătate de kilogram de aur, nemarcat de la bijuteriile din Timișoara.| Doar în primele zile inspectorii au confiscat aproape jumătate de kilogram de aur nemarcat de lebejuterile din Timișoară.
sgs_rnd1_062.wav| i-au făcut recurs și-au solicitat judecătorilor curții de apel Timișoara să fie eliberat.| Ei au făcut recurs și au solicitat judecătorilor curții de a pe ultimişora să fie eliberat.
sgs_rnd1_063.wav| și polițisti se volarătoră a colegilor lor care vor protesta în fața Palatului Parlamentului.| Polițistii se vor alătura colegilor lor care vor protesta în față Palatului Parlamentului.
sgs_rnd1_064.wav| Artiștii armâni îmbrăcați în costume populare tradiționale au susținut și un spectacol cu melodii tradiționale populare din zona Moscopole.| iar mani îmbrăcați în costume populare, tradiționale au susținut și un spectacol cu melodii tradiționale populare din zona Moscopului.
sgs_rnd1_065.wav| Deocamdată lista este deschisă, spune Magda Gheorghezcu, purtător de cuvânt al Ajo Feme Maramurești.| Deocamdată listă este deschis să spune Magda Gheorghezcu un portător de cuvânt, așa o femeie mară murește.
sgs_rnd1_066.wav| Cu doi ani în urmă a fost demarată racordarea Severinului la rețeau de gaze.| cu doi ani în urmă a fost demarată racordarea Severinului la rețial de gaze.
sgs_rnd1_067.wav| Studenții care învață la Universitatea Constantin Brâncoveanu se confrună cu o problemă deosebit de gravă.| studenții care învață la Universitatea Constantin Brâncoveanu se confuncă cu o problemă deosebit de gravă.
sgs_rnd1_068.wav| Nu este o lege care să interzică, dar e un statut care nici nu este aprobat cel puțin.| Nu este o lege care să interzică, dar e un statut care nici nu este aprobat cel puțin.
sgs_rnd1_069.wav| Explicatia cu necorelarea vizelor este una simplista.| Explicatia cum ne corelare a viselor este una simplista.
sgs_rnd1_070.wav| Noile capetenii de la București erau nerăbdătoare să ia lumină de la Moscova.| Noile capeteni de la București erau nerăbătoare să se lua de la Moscovă.
sgs_rnd1_071.wav| Alexandru Anci a trăit 20 de ani la gălaț, unde a și deprins pasiunea pentru embarcațiuni.| Alexandru Ancea a trăit 20 de ani la Garaț, unde a și deprins pasiunea pentru ambarcațiuni.
sgs_rnd1_072.wav| a traversat strada, in momentul in care 6 persoane s-au inapustit asupra ei.| Atreversa strada, in momentul in care 6 persoane s-au neupusinta supra ei.
sgs_rnd1_073.wav| Este foarte bine pentru panduri că vom merge cu un moral bun la jocul cu Steaua.| Este foarte bine pentru pandurii că vom merge cu un moral bun la jocul cu stea.
sgs_rnd1_074.wav| chiar înainte de a trece printr-un control medical de specialitate cum vor să nască.| chiar înainte de a trece printr-un control medical de specialitate cum vor să nască.
sgs_rnd1_075.wav| Honda a intrat in Formula 1 in 2005 cand a cumparat echipa BAR.| Cona a intrat in Formula 1 in 2005 cand a cumparat echipa Barca.
sgs_rnd1_076.wav| Aceasta ar urma sa devine operacional la inceputului 2011, potrivit a GEPRE.| Acesta ar urma să devină operația noastră la viitorului 2019, potrivit a Gepresiului.
sgs_rnd1_077.wav| Ea nu e microbistă, dar cunoaște opțiunea mea și mă înțelege.| Ea nu e microbistă, dar cunoaște opțiunea mea și mă înțelege.
sgs_rnd1_078.wav| Nu suntem îndreptățiți să mai luăm și alte măsuri.| Nu suntem îndreptățiți să mai luăm și alte măsuri.
sgs_rnd1_079.wav| Eu primesc de la medicii de familie reporte zilnice în care îmi spun că toți suspecții sunt monitorizate.| Eu primez de la medicii de familia reportă zilnică în care îmi spun că toți suspecții sunt monitorizați.
sgs_rnd1_080.wav| Trigore Anca, 40 de ani in comuna Plopshoru, s-a ucis vecina si s-a tarut-o pana la porta altui localnic.| Digore, am cap 40 de ani în comuna Plopshow și-a ucis vecina și-a trăit-o până la poartă al doi localnii.
sgs_rnd1_081.wav| Nu-mi dau seama cum va fi organizat traficul daca se construeste podul.| Nu-mi dau seama cum va fi organizat traficul daca se constureste poduri.
sgs_rnd1_082.wav| Poliția Rudiera a înplasat astăzi radare pe DN6.| Poliția rutieră a împăsat astăzi radare pe DN6.
sgs_rnd1_083.wav| Îmi plac cartofii prăjit foarte mult, a spus Gabriel Safta.| Îmi plac cartofii prăjiți foarte mult, a spus Gabrile Saftă
sgs_rnd1_084.wav| M-au pandit pana au oprit masinile la semafor, apoi au venit spre mine 3 barbati si 3 femei.| M-au pandit pana au oprit masinile la semafor, apoi au venit spre mine trei barbati si trei femei.
sgs_rnd1_085.wav| Consecințele ar fi catastrofare pentru sportul francez, a spus Michel Brun, vicepreședintele CNOSF.| Consecintele ar fi catastrofare pentru sportul francez, a spus Michel Brun, vicepresidentele CNOSF.
sgs_rnd1_086.wav| După primele cercetări, se pare că șoferul autoturismului Fiat Punto a pierdut controlul volanului.| După primele cercetări, se pare că șoferul autoturismului fiat punct a pierdut controlul volanului.
sgs_rnd1_087.wav| Zilnic traficul rutier, de pe cele mai mari streze ale orașului, este în greuna de căruțași.| Tenit traficul rutier de pe cele mai mari streze ale orașului este în grăna de cărutăși.
sgs_rnd1_088.wav| Și așa procesele durează mult, acum vor dura și mai mult, precizează mintaș.| Așa procesele durează mult, acum vor dura și mai mult, precizează mintașa.
sgs_rnd1_089.wav| Polcul ține de starea de spirită fiecăruia dintre noi.| Polcul ține de starea de spirită fiecăra aia dintre noi.
sgs_rnd1_090.wav| Acesta este evident visul unui nopț de vară care vă rămâne un vis.| Acesta este evident visul unei nopți de vară care vă rămâne un vis.
sgs_rnd1_091.wav| Târgul reunește importatori, producători și comercianți din toată țara și cu produse de toate felurile.| Interguri unește importator, producător și comercianți din toată țara și cu produse de toate felurile.
sgs_rnd1_092.wav| 16 ani într-o companie multinacională, între care 12 ani pe poziția de director general este prea mult.| 16 veni într-o companie multinațională, între care 12, pe poziția de director general, este prea mult.
sgs_rnd1_093.wav| Activitățile de aici sunt o relaxare pentru noi.| activitățile de aici sunt o relaxare pentru noi.
sgs_rnd1_094.wav| evoluția prețurilor cerută de către proprietarii care vând în rate a urmat tendința și variațiile pieței.| evoluția prețurilor cerute de către proprietarii care vă întâlnărate au urmat tendința și variațiile pieței.
sgs_rnd1_095.wav| S-a făcut beznă un vagon, au căzut bagajele, a declarat pentru realitatea TV unul dintre marturi.| S-au făcut bezna în vagon, au căzut bagajele, a declarat pentru realitatea TV unul dintre marturi.
sgs_rnd1_096.wav| Bratul bărbatului a rămas în combină și a fost complet strivit.| brațul barbatului a rămas în combina și a fost complet stăvit.
sgs_rnd1_097.wav| Pentru mine pictura este ca o tabletă de inima, mă relaxează, mă face să mă simt minunat.| Pentru mine pictura este ca o tabletă de inimă, mă relaxează, mă face să mă simt minunat.
sgs_rnd1_098.wav| Consiliul județean va demara în curând vânzarea cabinetelor medicale din policlini ca George-ul.| Consiliul județian va demara în curând văzarea cabinetelor medicale din policlinica Giurgiu.
sgs_rnd1_099.wav| Aceste insule sunt denumite teritoriile de nord de către Japonia și curile de sud de către Rusia.| Aceste insule sunt denumite teritoriile de nord de către Japonea și curile de sud de către Rui.
sgs_rnd1_100.wav| Ea a fost o mamica tanara si se laude cu asta.| Ea a fost o mamică tânără și să le-a obi cu asta.
sgs_rnd1_101.wav| s-a intrat in Thai Break, acolo unde Argentinianul a condus cu 6 la 3.| s-a întrat în Teabrack, acolo unde Argentinianul a condus cu 6 la 3.
sgs_rnd1_102.wav| și am spus clar că așa ceva nu pot accepta.| Ia, a spus clar ca asa ceva nu pot accepta.
sgs_rnd1_103.wav| În opinia numeros comentator, aceasta este cea mai mare în realizare a coaliției.| In opinie al numeros comentator, aceasta este cea mai mare nerealizare a coalitii.
sgs_rnd1_104.wav| A fost singura finală care s-a decis după 3 seturi.| a fost simura finală care s-a decis după trei seturi.
sgs_rnd1_105.wav| iar ele sunt destul de stabile.| El este un destul de stabile.
sgs_rnd1_106.wav| în București nu cunoașteam pe nimeni, în Portugalea și în Germania la fel.| în București nu cunoșteam pe nimeni în Portugalea și în Germania la fel.
sgs_rnd1_107.wav| Avem dificultati cu jucatori de afară.| avem dificultezi cu sucatorii de afar.
sgs_rnd1_108.wav| Redacția vă garantează primirea volumelor.| Redacția vă garantează primirea volumelor.
sgs_rnd1_109.wav| Cele de acum sunt lucruri făcute să se strice, am mai spus acesta.| De acum sunt lucruri făcute să se stei ce am mai spus acesta.
sgs_rnd1_110.wav| Citește întreaga povestea lui Pepe Petrina în ediția de astăzi a zearului Adevărul de Seară.| Să cităste întreaga povestea lui Pepe Petrina, ediție de astăzi a zearului adevărul de zear.
sgs_rnd1_111.wav| Cauzele nu se cunosc oficial, insa, cel mai probabil, e vorba de faptul ca a cedat terasamentul.| Causele nu se cunosc oficial, însă, cel mai probabil, e vorba de faptul că a cedat terasamentul.
sgs_rnd1_112.wav| Cu toate că străzile sunt pline de cerșetori, autoritățile susțin că au rezultate notabile în luptă împotriva cerșetorii ei.| Cu toate că străzile sunt pline de ceșitori, autoritățile susinca o rezultată notabile în lută împotriva ceșiturii.
sgs_rnd1_113.wav| Valoarea bunurilor salvate depășește suma de 50.000 de lei.| valoarea bunurilor salvate depășește suma de 50.000 de lei.
sgs_rnd1_114.wav| Păi căutam întot orașul pentru că nu vreau să-mi știrbesc colecția spustânăra.| că voi căuta în tot orasul pentru că nu vreau să-mi șterbesc corecția spustănă.
sgs_rnd1_115.wav| 86 de persoane au fost legitimate, iar 11 cetățeni au fost conduși la sediul poliției.| 86 de persoane au fost legitimate iar 11 cetățeni au fost conduși la sediul poliții.
sgs_rnd1_116.wav| Răzvan Cociș a evoluat 85 de minute la oaspet.| Rezvan cu 35 de minute la oastră.
sgs_rnd1_117.wav| Eu lucrez din 1992 în domeniul, dar nu am mai întâlnit așa ceva.| Eu lucrez din 1992 în domeniul, dar nu am mai întâlnit așa ceva.
sgs_rnd1_118.wav| Eror il n-au constat.| Feraurii le ne-au costat.
sgs_rnd1_119.wav| primele doze ale vaccinului împotriva gripe AH1N1 vor fi disponibile începând de săptăuna viitoare.| Primele dose ale vaccinului impotriva gripe AH1N1 vor fi disponibile începând săptămâna viitoare.
sgs_rnd1_120.wav| Până luna septembrie, alte peste 30 de autorizații au fost eliberate pentru construcțiile rezidențiale din Banat.| Până luna septembrie, alte peste 30 de autorizații au fost eliberate pentru construcțiile rezidențiale din Banat.
sgs_rnd1_121.wav| Suntem în grafic cu angajamentele asumate în protocolul semnat cu Ministerul transportului și CNADNR la începutul anului.| Punem în grafic angajamentele asumate în protocol senat cu Ministerul transportului și CNADNR la începutul anului.
sgs_rnd1_122.wav| Artă înseamnă sacrificiu.| ar tanseam la sacrificiu.
sgs_rnd1_123.wav| oamenii s-au trezit de nenumărate ori cu un cal sau o vacă în fața mașinii.| oamenii s-au prezit de nenumrate oricum ca s-au vac în față mașinii.
sgs_rnd1_124.wav| Valoarea estimata a lucrariilor este de 16 milioane de lei.| valoarea estimata lucrării lor este de 6-10 milioane de lei.
sgs_rnd1_125.wav| asta până când tatălui s-a îmbolnăvit de cancer.| asta până când tatălui s-a îmbunăvind de cancer.
sgs_rnd1_126.wav| Simțiam că o iau razna, așa că am mers la un psiholog.| Cintiam ca o iau raznasa ca am mers la un psiholog.
sgs_rnd1_127.wav| Gheorgica Cornu, fratii Cristescu sau Romeo Dunca sunt cei care analizazia asta optiune.| Georgica Cornu, frații Cristescu sau Romeo Dunca sunt cei care analizează această opțiune.
sgs_rnd1_128.wav| Ii place pe sticlă și vrea să câștige cât mai mult spațiu.| Ei place pe sticle și vrea să câștige cât mai mult spațiu.
sgs_rnd1_129.wav| De asemenea, nevăzătorii vor primi un pliant plastificat în limbajul Braille și vor beneficia de îndrumări speciale.| De asemenea, nevăzătorii vor primi un client plastificat în limbajul brail și vor beneficia de îndrumari speciale.
sgs_rnd1_130.wav| Masină nu accelerează vânzările de case.| Masină nu accelerează vânzările de case.
sgs_rnd1_131.wav| După o săptămâne de pauză, fostul antrenor principal, Stefan Apostol, a revenit la echipă.| După o săptămâna de pauză, Fostul antrenorul principal, Ștefan Apostol, a revenit la echipă.
sgs_rnd1_132.wav| Tarife decente sunt oferite pentru Revellion la mai multe pensiuni din Maramures, Bucovina, Albac, Arieseni, Azuga si Busteni.| Tarife decente sunt oferite pentru Revelion la mai multe pensiuni din Maramureș, Bucovina, Arbac, Arișeni, Azoga și Buste.
sgs_rnd1_133.wav| Luvea birourile, a aruncat vreo 3 scaune.| Lovea birourile, aruncat vreo 3 scaune.
sgs_rnd1_134.wav| La Casa de Cultura Studenților poate fi urmărit de la ora 21.| La casă de cultură a studenților poate fi urmărit de la ora 21.
sgs_rnd1_135.wav| În consecință, prima înfățișare va avea loc în 1 octombrie.| În consecință, prima înfățișare va avea loc în 9 octobri.
sgs_rnd1_136.wav| Acesta este prețul la care ajunge un echipament complet pentru o singură persoană.| Acesta este prețul la care ajungi în echipament complet pentru o singură persoană.
sgs_rnd1_137.wav| În urmărui, a rămas o baltă de sânge pe caldărâ.| în urmărui, ar amas o balză de sânge pe caldărâm.
sgs_rnd1_138.wav| Pe langa clienții fidel, locul de joacă are asigurată clientela din rânduri părințelor care își fac cumpărăturile în supermarket.| Pe langa clientii fidel, locul de joaca are asiburată clientele din rândul părințelor care își fac cumpărăturile în Supermartet.
sgs_rnd1_139.wav| De ce eu am scăpat, nu știu nici astăzi.| De ce o-mi scăpat? Nu știu nici astăzi.
sgs_rnd1_140.wav| Lipses, cinzaj, delay.| Lipses, ce-i înzăzit ale mei?
sgs_rnd1_141.wav| Alzii sunt însă mai pesimişti.| Alzii sunt însă mai pesimuși.
sgs_rnd1_142.wav| Unul care, până în ultima clipă vieții sale, s-a mândit cu crimele comuise.| unul care până în ultima clipă vieții sale s-a ales amă date cu primele comise.
sgs_rnd1_143.wav| Ion Buica s-a despărțit de soția lui în urmă cu doi ani.| în buică să despărții de soția lui în urmă cu doi ani.
sgs_rnd1_144.wav| am văzut și meciuri le stele în liga campionilor.| Am văzut cime ci-urile stele în liga campiunilor.
sgs_rnd1_145.wav| De mâine vor proceda la fel și cei de la judecătoria slatină.| de mâine vor proceda la fel și cei de la judecătoria satină.
sgs_rnd1_146.wav| Maneura de redresare a masinii a fost fatală.| Maneura de resare a masinii a fost fatal.
sgs_rnd1_147.wav| Este o măsură corectă, declară Bazac.| Este o măsură corectă declară baza
sgs_rnd1_148.wav| Vărbatul este cercetat penal de polițiiștii din Ardut pentru lovire și alte violențe.| Barbatul este cerșetat penal de polițiiștii din Ardut pentru lovire și alte violențe.
sgs_rnd1_149.wav| Lumea deja m-a îngropat, spune dezamăgit Constantin.| Și lumea deja m-a îngropat, spune dezamăgit Constantin.
sgs_rnd1_150.wav| Astea le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.| Asta le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Durcă.
sgs_rnd1_151.wav| Noi, deocamdată, am lasat o variantă.| Nu ai deocamdată am lăsat o variantă.
sgs_rnd1_152.wav| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.| nu este pregătit să aibă o relație durabilă, al fi declarat un apropiat al pilotului.
sgs_rnd1_153.wav| medicii, polițiștii și judecători respectă cu sfințenie dreptul persoanelor cu afecțiun psihică de a se plimba printre noi.| medicii, polițiștii și judecătorii respectă cu sfinține dreptul persoanelor cu afecțiuni psihice de se bimba printre noi.
sgs_rnd1_154.wav| acesta trecuse legal frontiera pe la Giurgiu.| acesta trecuse legal frontiera pe la Giurgiu.
sgs_rnd1_155.wav| Depinde de client.| pe pinte de crean.
sgs_rnd1_156.wav| Mă descurc, n-am probleme, spune Valentin ușor îmbujurat.| Mă descurc, n-am probleme, spune Valentin, usor o-mbuzurat.
sgs_rnd1_157.wav| Când ajungi în capătul scărilor, te întâmpli în statuia străjeri.| ca ne ajungi in capatul scarilor de intampina statuia strajeri.
sgs_rnd1_158.wav| Banca de Alimente reprezintă o soluție imediată de ajutorare a personelor fără venituri sau cu venituri foarte mici.| Bancă de Aliment reprezintă o soluție imediată de ajutorare a persoanelor fără-avenituri sau cuvenituri foarte mici.
sgs_rnd1_159.wav| Tatăl fetiței născută prematur și declarată moartă inițial a declarat că nu există nici o schimbare în starea micuței.| Tatăl fetiții născută prematur și declarată moartă inițial a declarat că nu există nicio schimbare în starea micuței.
sgs_rnd1_160.wav| Avem în medie cam 30 de spectacole pe an.| Avem un medie cam 30 de spectacoli pe an.
sgs_rnd1_161.wav| Se pare că un rol important în declanșarea migrenilor îl are neurotransmisatorul serotonin.| și se pare că un rol important în decranșare migreneurul transmisătorului să vină.
sgs_rnd1_162.wav| Micii meșteșugari din atelierele pentru reparat pantof sunt afectați de apariția magazinilor cu produse la 15 lei.| micimește și ugari din atelierile pentru reparat pantof sunt afectați de apăriția magazinerilor cu produse la 15 lei.
sgs_rnd1_163.wav| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.
sgs_rnd1_164.wav| Nimănui în afară de ea nu-i pasă de mine.| Nimă nu-i în afară de ea, nu-i pasă de mine.
sgs_rnd1_165.wav| Ea era tot timpul pe minge.| Ea era tot timpul pe mine.
sgs_rnd1_166.wav| Atunci vânătorul și-a dat seama că este în fața unui record.| Atunci bărătorul și-a dat seama că este în fața unui record.
sgs_rnd1_167.wav| O știre din îndepărtata Irlandă ar trebui și ea să ne dea serios de gândit.| din îndepărtată Irlandă, răpui și a să ne ia serios de gândi.
sgs_rnd1_168.wav| procesul de negociere de până acum nu a fost usor.| procesul de negociare de până acum nu a fost ușor.
sgs_rnd1_169.wav| În urmă accidentului, tânărul a suferit leziuni multiple care au dus la mortea sa.| În urma accidentului tânărul a suferit leziuni multiple care le-au dus la moartea sa.
