Audio File|Original Transcription|Synthesized Transcription
bas_rnd1_144.wav| Am văzut și meciurile stelei în liga campionilor.| Am văzut și meciurile stelei în liga campionilor.
bas_rnd1_145.wav| De mâine vor proceda la fel și cei de la judecătoria slatină.| De mâine vor proceda la fel și cei de la judecătoria slatină.
bas_rnd1_146.wav| Manevra de redresare a masinii a fost fatala.| Manevra de redresare a masinii a fost fatala.
bas_rnd1_147.wav| Este o măsură corectă, declară Bazac.| Este o masura corecta de clara bazac.
bas_rnd1_148.wav| Bărbatul este cercetat penal de polițiștii din Ardud pentru lovire și alte violențe.| Bărbatul este cercetat penal de polițiștii din Ardud pentru lovire și alte violențe.
bas_rnd1_149.wav| Lumea deja m-a îngropat până dezamărit Constantin.| Lumia de zamă, îngropați, pune Dezamădit Constantin.
bas_rnd1_150.wav| Asta le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.| Asta le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.
bas_rnd1_151.wav| Noi, dacă am dat-o, am lansat o variantă.| Noi deocamdat au nasat o varianta.
bas_rnd1_152.wav| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.
bas_rnd1_153.wav| Medicii, polițiștii și judecătorii respectă cu sfințenie dreptul persoanelor cu afecțiuni psihice de a se plimba printre noi.| Medicii, polițiștii și judecătorii respectă cu sfințenie dreptul persoanelor cu afecțiuni psihice de a se plimba printre noi.
bas_rnd1_154.wav| Acesta trecuse legal frontiera pe la Giurgiu.| acesta trecuse legal frontiera pe la Giurgiu.
bas_rnd1_155.wav| depinde de client.| Depinde de client.
bas_rnd1_156.wav| Mă descurc, n-am probleme, spune Valentin, ușor îmbujurat.| Mă descurc, n-am probleme, spune Valentin, ușor îngujurat.
bas_rnd1_157.wav| Când ajunge în capătul scărilor, te întâmpina statuia străjeri.| Când ajunge în capătul scărilor, te întâmplina statuia străjeri.
bas_rnd1_158.wav| Banca de Alimente reprezintă o soluție imediată de ajutorare a persoanelor fărăvenituri sau cuvenituri foarte mici.| Banca de Alimente reprezintă o soluție imediată de ajutorare a persoanelor fără venituri sau cu venituri foarte mil.
bas_rnd1_159.wav| Tatăl fetiței născută prematur și declarată moartă inițial, a declarat că nu există nicio schimbare în starea micuței.| Tatăl fetiții, născută prematur și declarată moartă inițial, a declarat că nu există nicio schimbare în starea micuței.
bas_rnd1_160.wav| Avem în medie cam 30 de spectacole pe an.| Avem în medie cam 30 de spectacole pe an.
bas_rnd1_161.wav| Se pare că un rol important în declașarea migrenelor îl are neurotransmițătorul serotonină.| se pare că un rol important în declașarea migrenelor îl are neurotrasmițătorul serotonin.
bas_rnd1_162.wav| Micimește sugar din atelierele pentru reparat pantofi sunt afectați de apariția magazinelor cu produse la 15 lei.| Micii meșteșugari din atelierele pentru reparat pantof sunt afectați de apariția magazinelor cu produse la 15 lei.
bas_rnd1_163.wav| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.
bas_rnd1_164.wav| Nimănui în afară de ea nu-i pasă de mine.| Nimă nu-i în afară de ea nu-i pasă de mine.
bas_rnd1_165.wav| Ea era tot timpul pe minge.| Ea era tot timpul pe minge.
bas_rnd1_166.wav| Atunci vânătorul și-a dat seama că este în fața unui record.| Atunci vânatorul și-a dat seama că este în fața unui record.
bas_rnd1_167.wav| O știre din îndepărtata Irlandă ar trebui și ea să ne dea serios de gândit.| O știre din îndepărtata Irlandă ar trebui și ea să ne dea serios de gândit.
bas_rnd1_168.wav| Procesul de negociere de până acum nu a fost ușor.| Procesul de negociere de până acum nu a fost ușor.
bas_rnd1_169.wav| În urma accidentului, tânărul a suferit leziuni multiple care au dus la moartea sa.| În urma accidentului, tânărul a suferit leziuni multiple care au dus la moartea sa.
bas_rnd1_170.wav| Am învățat să ne înțelegem și observ că facem progresii de la un spectacol la altul.| Am învățat să ne înțelegem și observ că facem progreset de la un spectacol la altul.
bas_rnd1_171.wav| Bergody a făcut un gest râț fidător la adresa mea.| Bergodii a făcut un gest urâţ fi dator la adresa mea.
