Audio File|Original Transcription|Synthesized Transcription
sgs_rnd1_031.wav| printre taxele cele mai mari le are Facultatea de Drept.| printre taxele cele mai mari le are Facultatea de Drept.
sgs_rnd1_032.wav| Comitetul de Implementare are rolul de a supravega îndeplinire obligațiilor ce revin părților la convenții.| Comitetul de Implementare are rolul de asupravechea în deplinrea obligațiilor ce revini părților la convenții.
sgs_rnd1_033.wav| locația a fost stabilită de către inspectoratul scolar Arad la gădinița cu program prengit situat în centrul orașului.| locația a fost stabilită de către inspecturatul scolar Harad la gădinița cu problem prelungit situat în centrul orașului.
sgs_rnd1_034.wav| precisează Gheorghe Grivac, unul dintre prorectorii Universității Pitești.| recisează Gheorghe Crivac, unul dintre prorectorii Universității Pitești.
sgs_rnd1_035.wav| uneori suntem chiar mai bune decat ei.| Uneori suntem chiar mai bune decat ei.
sgs_rnd1_036.wav| compania mai are activități în domenii precum imobiliare, tehnologie și energie.| compania mai are activități în domenii precum imobiliare, tehnologie și energie.
sgs_rnd1_037.wav| Am fost cu mama și cu sora mea.| Am fost cu mama și cu sora mea.
sgs_rnd1_038.wav| Din prima până în ultima secundă, convorbirea telefonică e o beștelială de cartier aplicată cu toată impetuozitatea sărmanului cetățean.| Din prima până în ultima secundă, convorbirea telefonică e o beștelială de cartiere aplicată cu toată impetouzitatea sărmanului cetățean.
sgs_rnd1_039.wav| În localitate există șase polițiști, dintre care unul este în concediu și unul are mână ruptă.| În localitate există șase polițiști, dintre care unul este în conceliu și unul are mână ruptă.
sgs_rnd1_040.wav| Încă de la prima accesare m-a atras foarte mult.| încă de la prima accesare m-a tras foarte mult.
sgs_rnd1_041.wav| Cât durează până câștigă, nu se poate spune.| Cât durează până câștigă, nu se poate spune.
sgs_rnd1_042.wav| Dacă și pe data de 30 septembrie se întârze cu primirea avansului, pe 2 octombrie la ora 7.00.| Dacă și pe data de 30 septembre se întârze cu primirea avansului, pe 2 octombrie, la ora 7.
sgs_rnd1_043.wav| copiii care țineau în brațe bărcuțe cu telecomanda au înconjurat Funtâna Speranței, gata de cursă.| copiii care țineau în brațe bărcuțe cu telecomanda un conjurat fânt în a speranței, gata de cursă.
sgs_rnd1_044.wav| În blocul 6, două scări, adică aproximativ 30 de apartamente, erau terminate când au venit actele de la primărie.| în blocul 6 două scări, adică aproximativ 30 de apartamente erau terminate când au venit actele de la primărie.
sgs_rnd1_045.wav| a fost testat alcohol test, rezultatul fiind negativ.| a fost testat alcohol test, rezultatul fin negativ.
sgs_rnd1_046.wav| Până la urmă rămâi oricum doar cu amintiri plăcute, oboseala trece cu un somn bun.| Până la urmă rămâi oricum doar cu amintiri plăcute, obosea la trece cu un somn bun.
sgs_rnd1_047.wav| De atunci am învățat foarte multe persoane să danseze pe diferite ritmuri.| De atunci am învățat foarte multe persoane să danseze pe diferite ritmuri.
sgs_rnd1_048.wav| După ce au administrat îngrijirile de urgență, medicul a dus la reanimare, unde se află sub superevegare de specialitate.| După ce au administrat îngrijire de urgență, medicul au dus la reanimare, unde se află sub supravegărea de specialitate.
sgs_rnd1_049.wav| Iorica Crișan, directorul muzeului, stă zilnic peste program la serviciu.| Iorica Crișan, directorul muzeului, stă zilnic peste program la serviciu.
sgs_rnd1_050.wav| Eșecul statului federal în fața cicloanelor rămâne de cele mai profunde stigmate ale președinției lui George.| Eșecul statului federal în fața cicloanelor rămâne unde cele mai profunde stigmate ale președinției lui George.
sgs_rnd1_051.wav| cel mai mare succes la vânzări l-a avut imediat după debut.| Cel mai mare succes la vânzări l-a avut imediat după debut.
sgs_rnd1_052.wav| Parfumul reflectă atitudinea și stilul unic al unei femei, a spus cântăreața.| Parfumul reflectă atitudinea și stilul unic al unei femei, a spus cântăreața.
sgs_rnd1_053.wav| Responsabil pentru această stare de lucruri este consumul prea mare de alcool și fumatul excesiv.| Responsabil pentru această stare de lucruri este consumul prea mare de alcool și fumatul excesiv.
sgs_rnd1_054.wav| Calton de Brugh este situat la aproximativ 15 km de aeroportul din oras.| altoond de brug este situat la aproximativ 15 km de aeroportul din oraș.
sgs_rnd1_055.wav| ar trebui să mai îngăjeze pe oră.| Ar trebui să mai îngășeze pe ultimii.
sgs_rnd1_056.wav| Băi, mărenii vor putea cumpăra produse chiar și cu 5 lei.| Băi, mărenii vor putea cumpăra produse chiar și cu 5 lei.
sgs_rnd1_057.wav| Familia casătorit are doi copii și doi nepotrivi.| Amire, casătorit are doi copii și doi neplăți.
sgs_rnd1_058.wav| Mi-au placut oamenii si mereu am avut incredere in oameni.| mi-au placut oamenii si mereu am avut incredere in oameni.
sgs_rnd1_059.wav| a uitat că nu mai este propagandist de partid, ci reprezentat al statului român.| a uitat că nu mai este propagandist de partid, ci reprezentat al statului român.
sgs_rnd1_060.wav| Această activitate este considerată comerț ilicit de produse care atrage de la sine sanțiuni date de polițiștii comunitari.| Această activitate este considerată comerț ilicit de produse care atrage de la sine sanțiuni date de polițiștii comunitari.
sgs_rnd1_061.wav| Doar în primele zile, inspectorii au confiscat aproape jumătate de kilogram de aur, nemarcat de la bijuteriile din Timișoara.| Doar în primele zile inspectorii au compiscat aproape jumătate de kilogram de aur nemarcat de la bișuterile din Timișoara.
sgs_rnd1_062.wav| i-au făcut recurs și-au solicitat judecătorilor curții de apel Timișoara să fie eliberează.| I-au făcut recurs și au solicitat judecătorilor curții de a păr' Timișoara să fie elibărate.
sgs_rnd1_063.wav| și polițisti se volarătora colegilor lor care vor protesta în fața Palatului Parlamentului.| și polițisti se vor arătura colegilor lor care vor protesta în fața Palatului, Parlamentului.
sgs_rnd1_064.wav| Artiștii armâni îmbrăcați în costume populare tradiționale au susținut și un spectacol cu melodii tradiționale populare din zona Moscopole.| Artiștii armâni, îmbrăcați în costume populare tradiționale, au susținut și un spectacol cu melodii tradiționale populare din zona Moscopole.
sgs_rnd1_065.wav| Deocamdată lista este deschisă, spune Magda Gheorghezcu, purtător de cuvânt al Ajo Feme Maramurești.| Deocamdată lista este deschis să spune Magda Georgez cu purdătorul de cuvânt al Ajo Feme Maramureș.
sgs_rnd1_066.wav| Cu doi ani în urmă a fost demarată racordarea Severinului la rețeau de gaze.| Cu doi ani în urmă a fost demarată racordarea severinului la rețeaua de gaze.
sgs_rnd1_067.wav| Studenții care învață la Universitatea Constantin Brâncoveanu se confrună cu o problemă deosebit de gravă.| Studenții care învață la Universitatea Constantin Brâncoveanu se confrontă cu o problemă deosebită gravă.
sgs_rnd1_068.wav| Nu este o lege care să interzică, dar e un statut care nici nu este aprobat cel puțin.| Nu este o lege care să interzică, dar e un statut care nici nu este aprobat cel puțin.
sgs_rnd1_069.wav| Explicatia cu necorelarea vizelor este una simplista.| Explicatia cum ne corelare al biselor este una simplistă.
sgs_rnd1_070.wav| Noile capetenii de la București erau nerăbdătoare să ia lumină de la Moscova.| Noile capetenii de la București erau nerăbdătoare să ia lumină de la Moscova.
sgs_rnd1_071.wav| Alexandru Anci a trăit 20 de ani la gălaț, unde a și deprins pasiunea pentru embarcațiuni.| Alexandru Banci a trăit 20 de ani la galaț, unde a și deprins pasivena pentru embarcațiuni.
sgs_rnd1_072.wav| a traversat strada, in momentul in care 6 persoane s-au inapustit asupra ei.| le-a traversat strada, in momentul in care 6 persoane s-au inopusint-o supra ei.
sgs_rnd1_073.wav| Este foarte bine pentru panduri că vom merge cu un moral bun la jocul cu steaua.| Este foarte bine pentru pandurii că vom merge cu un moral bun la zocul cu stea.
sgs_rnd1_074.wav| chiar înainte de a trece printr-un control medical de specialitate cum vor să nască.| chiar înainte de a trece printr-un control medical de specialitate cum vor să nască.
sgs_rnd1_075.wav| Honda a intrat in Formula 1, in 2005, cand a cumparat echipa Bar.| Honda a intrat in Formula 1 in 2005 ca ne-a cumparat echipa Bar.
sgs_rnd1_076.wav| Aceasta ar urma sa devine operacional la inceputului 2011, potrivit a GEPRE.| Și aceasta ar urma să devină operațional la începutului 2011, podrivit a GERPRE.
sgs_rnd1_077.wav| Ea nu e microbistă, dar cunoaște opțiunea mea și mă înțelege.| Ea nu e microbistă, dar cunoaște opțiunea mea și mă înțelege.
sgs_rnd1_078.wav| Nu suntem îndreptățiți să mai luăm și alte măsuri.| Nu suntem întreptățiți să mai luăm și alte măsuri.
sgs_rnd1_079.wav| Eu primesc de la medicii de familie reporte zilnice în care îmi spun că toți suspecții sunt monitorizate.| Eu primesc de la medicii de familie rapoarte zilnice în care îmi spun că toți suspecții sunt monitorizate.
sgs_rnd1_080.wav| Trigore Anca, 40 de ani în comună a Plopsoru și-a ucis vecină și-a târât-o până la port al lui localnic.| Trigorea Anca, 40 de ani in comuna Plopshoru, s-a ucis vecina si a atarut-o pana la porta altui localnic.
sgs_rnd1_081.wav| Nu-mi dau seama cum va fi organizat traficul daca se construeste podul.| Nu-mi dau seama cum va fi organizat traficul daca se constuleste podul.
sgs_rnd1_082.wav| Poliția Rudiera a înplasat astăzi radare pe DN6.| Poliția Rudiera a înplasat astăzi radare pe DN6.
sgs_rnd1_083.wav| Îmi plac cartofii prăjit foarte mult, a spus Gabriel Safta.|" îmi plac cartofii prăjiți foarte mult"", a spus Gabriel safta."
sgs_rnd1_084.wav| M-au pandit pana au oprit masinile la semafor, apoi au venit spre mine 3 barbati si 3 femei.| M-au pandit pana au oprit masinile la semafor, apoi au venit spre mine 3 barbati si 3 femei.
sgs_rnd1_085.wav| Consecințele ar fi catastrofare pentru sportul francez, a spus Michel Brun, vicepreședintele CNOSF.| Consecințele ar fi catastrăfarea pentru sportul francez, a spus Michel Brun, vicepreședintele CNOSF.
sgs_rnd1_086.wav| După primele cercetări, se pare că șoferul autoturismului Fiat Punto a pierdut controlul volanului.| După primele cercetări, se pare că șoferul autoturismului Fiat Punto a pierdut controlul volanului.
sgs_rnd1_087.wav| Zilnic traficul rutier, de pe cele mai mari streze ale orașului, este în greuna de căruțași.| Zilnic traficul Luthier, de pe cele mai mari străzale orașului, este îngreuna de căruțași.
sgs_rnd1_088.wav| Și așa procesele durează mult, acum vor dura și mai mult, precizează mintaș.| Și așa procesele durează mult, acum vor dura și mai mult, precizează mintaș.
sgs_rnd1_089.wav| Polcul ține de starea de spirită fiecăruia dintre noi.| Folcul ține de starea de spirită fiecarea dintre noi.
sgs_rnd1_090.wav| Acesta este evident visul unui nopț de vară care vă rămâne un vis.| Acesta este evident visul unui nob de vară care vă rămâne un vis.
sgs_rnd1_091.wav| Târgul reunește importatori, producători și comercianți din toată țara și cu produse de toate felurile.| Sergul reunește importator, producător și comercianți din toată țara și cu produse de toate felurile.
sgs_rnd1_092.wav| 16 ani într-o companie multinacională, între care 12 ani pe poziția de director general este prea mult.| 16 ani într-o companie multinacională, între care 12 ani pe poziția de director general este prea mult.
sgs_rnd1_093.wav| Activitățile de aici sunt o relaxare pentru noi.| activitățile de aici sunt o relaxare pentru noi.
sgs_rnd1_094.wav| evoluția prețurilor cerută de către proprietarii care vând în rate a urmat tendința și variațiile pieței.| evoluția prețurilor cerute de către proprietarii care vând în rate a urmat tendința și variațiele pieței.
sgs_rnd1_095.wav| S-a făcut Beznă în vagon, au căzut bagajele, a declarat pentru realitatea TV unul dintre marturi.| s-a făcut bezne în vagon, au căzut bagajele, a declarat pentru Realitatea TV unul dintre marturi.
sgs_rnd1_096.wav| Bratul bărbatului a rămas în combină și a fost complet strivit.| Brațul borbatului a rămas în combină și a fost complet strivit.
sgs_rnd1_097.wav| Pentru mine pictura este ca o tabletă de inima, mă relaxează, mă face să mă simt minunat.| pentru mine peitura este ca o tabletă de inima, mă relaxează, mă face să mă simt minunat.
sgs_rnd1_098.wav| Consiliul județean va demara în curând vânzarea cabinetelor medicale din policlinca George-ul.| Consiliul județean va demara în curând vânzarea cabinetelor medicale din Policlinica George-ul.
sgs_rnd1_099.wav| Aceste insule sunt denumite teritoriile de nord de către Japonia și curile de sud de către Rusia.| Aceste insule sunt denumite teritoriile de nord de către Japonia și curile de sud de către Rușia.
sgs_rnd1_100.wav| Ea a fost o mamica tanara si se laude cu asta.| Ea a fost o mamica tanara si se laude cu asta.
sgs_rnd1_101.wav| s-a intrat in Thai Break, acolo unde Argentinianul a condus cu 6 la 3.| s-a intrat in tiebreak acolo unde Argentinianul a condus cu 6 la 3.
sgs_rnd1_102.wav| și am spus clar că așa ceva nu pot accepta.| I-am spus clar că așa ceva nu pot accepta.
sgs_rnd1_103.wav| În opinia numeros comentator, aceasta este cea mai mare în realizare a coaliției.| În opinia a numeros comentatori, aceasta este cea mai mare nerealizare a coalitii.
sgs_rnd1_104.wav| A fost singura finală care s-a decis după 3 seturi.| A fost singura finală care s-a decis după 3 seturi.
sgs_rnd1_105.wav| iar ele sunt destul de stabile.| El este destul de stabil.
sgs_rnd1_106.wav| în București nu cunoșteam pe nimeni, în Portugalea și în Germania la fel.| în București nu cunoșteam pe nimeni, în Portugale și în Germania la fel.
sgs_rnd1_107.wav| Avem dificultati cu jucatori de afară.| Avem dificultăți cu zucători de afară.
sgs_rnd1_108.wav| Redacția vă garantează primirea volumelor.| Redacția vă garantează primirea volumelor.
sgs_rnd1_109.wav| Cele de acum sunt lucruri făcute să se strice, am mai spus acesta.| Cele de acum sunt lucruri făcute să se strice, am mai spus acesta.
sgs_rnd1_110.wav| Citește întreaga povestea lui Pepe Petrina în ediția de astăzi a zearului Adevărul de Seară.| și tește întreaga povestea lui Pepe Petrina în ediția de astăzi a Ziarului, Adevărul de Sear.
sgs_rnd1_111.wav| Cauzele nu se cunosc oficial, însă, cel mai probabil, e vorba de faptul că a cedat terasamentul.| Cauzele nu se cunosc oficial, însă cel mai probabil e vorba de faptul că a cedat terasamentul.
sgs_rnd1_112.wav| Cu toate că străzile sunt pline de cerșetori, autoritățile susțin că au rezultate notabile în luptă împotriva cerșetorii ei.| Cu toate că străzile sunt pline de cerșetori, autoritățile susțin că au rezultate notabile în lupta împotriva cerșetorii.
sgs_rnd1_113.wav| Valoarea bunurilor salvate depășește suma de 50.000 de lei.| Valoarea bunurilor salvată depășește suma de 50.000 de lei.
sgs_rnd1_114.wav| Păi căutam întot orașul pentru că nu vreau să-mi știrbesc colecția spustânăra.| Căutam tot orașul pentru că nu vreau să-mi știrbesc colecția spus tânără.
sgs_rnd1_115.wav| 86 de persoane au fost legitimate, iar 11 cetățeni au fost conduși la sediul poliției.| 86 de persoane au fost legitimate iar 11 ceteteni au fost conduși la sediul poliției.
sgs_rnd1_116.wav| Răzvan Cociș a evoluat 85 de minute la oaspet.| Răzvan Cociș, au evoluat 85 de minute la oaspe.
sgs_rnd1_117.wav| Eu lucrez din 1992 în domeniul, dar nu am mai întâlnit așa ceva.| Eu lucrez din 1992 în domeniul, dar nu am mai întâlnit așa ceva.
sgs_rnd1_118.wav| Eror il n-au constat.| Erorile ne-au costat.
sgs_rnd1_119.wav| primele doze ale vaccinului împotriva gripe AH1N1 vor fi disponibile începând de săptăuna viitoare.| Primele doze ale vaccinului împotriva gripe AH1N1 vor fi disponibile începând de săptămâna viitoare.
sgs_rnd1_120.wav| Până luna septembrie, alte peste 30 de autorizații au fost eliberate pentru construcțiile rezidențiale din Banat.| În luna septembrie, alte peste 30 de autorizații au fost deliberate pentru construcțiile rezidențiale din Banat.
sgs_rnd1_121.wav| Suntem în grafic cu angajamentele asumate în protocolul semnat cu Ministerul transportului și CNADNR la începutul anului.| Suntem în grafic cu angajamentele asumate în protocolul sănat cu Ministerul transportului și CNADNR la începutul anului.
sgs_rnd1_122.wav| Artă înseamnă sacrificiu.| Arta înseamnă sacrificiul.
sgs_rnd1_123.wav| oamenii s-au trezit de nenumărate ori cu un cal sau o vacă în fața mașinii.| Oamenii s-au trezit de nenomorate oricum ca al sau vac în fața mașinii.
sgs_rnd1_124.wav| Valoarea estimata lucrărilor este de 16 milioane de lei.| Valoarea estimata lucrurilor este de 16 milioane de lei.
sgs_rnd1_125.wav| asta până când tatălui s-a îmbolnăvit de cancer.| asta până când tatălui s-am bolnavit de cancer.
sgs_rnd1_126.wav| Simțiam că o iau razna, așa că am mers la un psiholog.| Simțeam că voi aora zna așa că am mers la un psiholog.
sgs_rnd1_127.wav| Gheorgica Cornu, Frații Cristescu sau Romeo Dunca sunt cei care analizați această opțiune.| Gheorgica Cornu, fratii Cristescu sau Romeo Dunca sunt cei care analizează asta opțiune.
sgs_rnd1_128.wav| îi place pe sticlă și vrea să câștige cât mai mult spațiu.| Ei place pesticla și vrea să câștige cât mai mult spații.
sgs_rnd1_129.wav| De asemenea, nevăzătorii vor primi un pliant plastificat în limbajul Braille și vor beneficia de îndrumări speciale.| De asemenea, nevăzătorii vor primi un pliant plastificat în limbajul Braille și vor beneficia de îndrumări speciale.
sgs_rnd1_130.wav| Mașină nu accelerează vânzările de case.| Mașină nu accelerează vânzările de case.
sgs_rnd1_131.wav| După o săptămâne de pauză, fostul antrenor principal, Stefan Apostol, a revenit la echipă.| După o săptămâna de pauză, fostul antrenor principal, Ștefan Apostol, a revenit la echipă.
sgs_rnd1_132.wav| Tarife decente sunt oferite pentru Revellion la mai multe pensiuni din Maramures, Bucovina, Albac, Arieseni, Azuga si Busteni.| Tarife decente sunt oferite pentru Reveliona, mai multe pensiuni din Maramureș, Bucovina, Albac, Arieseni, Ajuga și Bușteni.
sgs_rnd1_133.wav| Luvea birourile, a aruncat vreo 3 scaune.| Luvea birourile a runcat vreo 3 scaune.
sgs_rnd1_134.wav| La Casa de Cultura Studenților poate fi urmărit de la ora 21.| la casa de cultura studenților poate fi grumărite de la ora 21.
sgs_rnd1_135.wav| În consecință, prima înfățișare va avea loc în 1 octombrie.| În consecință, prima înfățișare va avea loc în luna octombrie.
sgs_rnd1_136.wav| Acesta este prețul la care ajunge un echipament complet pentru o singură persoană.| Acesta este prețul la care ajunge în închipament complet pentru o singură persoană.
sgs_rnd1_137.wav| În urmărui, a rămas o baltă de sânge pe caldărâ.| În urma lui, a rămas o baldă de sânge pe caldărâng.
sgs_rnd1_138.wav| Pe langa clienții fidel, locul de joacă are asigurată clientela din rânduri părințelor care își fac cumpărăturile în supermarket.| Pe lângă clienții Fidel, locul de joacă are asigurată clientele din rânduri părințelor care își fac cumpărăturile în supermarket.
sgs_rnd1_139.wav| De ce eu am scăpat, nu știu nici astăzi.| De ce eu am scăpat? Nu știu nici azi.
sgs_rnd1_140.wav| Lipses, cinzaj, delay.| Lipses, ce-i înzaci de lei?
sgs_rnd1_141.wav| Alzii sunt, însă, mai pesimii.| Alzii sunt însă mai pesini miști.
sgs_rnd1_142.wav| Unul care, până în ultima clipă vieții sale, s-a mândit cu crimele comuise.| unul care până în ultima clipă a vieții sale s-a mândit cu crimele comuise.
sgs_rnd1_143.wav| Ion Buica s-a despărțit de soția lui în urmă cu doi ani.| E un buică s-a despărțit de suția lui în urmă cu 2 ani.
sgs_rnd1_144.wav| am văzut și meciuri le stele în liga campionilor.| am văzut și meciurile stele în Liga Campionilor.
sgs_rnd1_145.wav| De mâine vor proceda la fel și cei de la judecătoria slatină.| De mâine vor proceda la fel și cei de la judecătoria slatină.
sgs_rnd1_146.wav| Maneura de redresare a masinii a fost fatală.| Maneura de redesare a masinii a fost fatal.
sgs_rnd1_147.wav| Este o măsură corectă, declară Bazac.| Este o măsură corectă de clară bazac.
sgs_rnd1_148.wav| Vărbatul este cercetat penal de polițiiștii din Ardut pentru lovire și alte violențe.| bărbatul este cercetat penal de polițiiștii din Ardut pentru lovire și alte violențe.
sgs_rnd1_149.wav| Lumea deja m-a îngropat, spune dezamăgit Constantin.| Lumea deja m-a îngropat, spune dezamogit Constantin.
sgs_rnd1_150.wav| Astea le-am cerut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.| Asta l-am cirut fotbalistilor mei pentru acest joc, a spus Cristian Dulca.
sgs_rnd1_151.wav| Noi, deocamdată, am lasat o variantă.| Noi deocamdat am lasat o varianta.
sgs_rnd1_152.wav| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.| nu este pregătit să aibă o relație durabilă, ar fi declarat un apropiat al pilotului.
sgs_rnd1_153.wav| medicii, polițiștii și judecători respectă cu sfințenie dreptul persoanelor cu afecțiun psihică de a se plimba printre noi.| medicii, pulițiștii și judecători respectă cu Sfinține dreptul persoanelor cu afecțiune psihice de a se plimba printre noi.
sgs_rnd1_154.wav| acesta trecuse legal frontiera pe la Giurgiu.| acesta trecuse legal frontiera pe la Giurgiu.
sgs_rnd1_155.wav| Depinde de client.| depinde de client.
sgs_rnd1_156.wav| Mă descurc, n-am probleme, spune Valentin ușor îmbujurat.| Mă descurc, n-am probleme, spune Valentin ușor îmbujurat.
sgs_rnd1_157.wav| Când ajungi în capătul scărilor, te întâmpli în statuia străjeri.| Când ajungi în capătul scărilor, te întâmpine statuia străjeri.
sgs_rnd1_158.wav| Banca de Alimente reprezintă o soluție imediată de ajutorare a personelor fără venituri sau cu venituri foarte mici.| Banca de Aliment reprezintă o soluție imediată de ajutorare a personilor fără venituri sau cu venituri foarte miște.
sgs_rnd1_159.wav| Tatăl fetiței născută prematur și declarată moartă inițial a declarat că nu există nici o schimbare în starea micuței.| Tatăl fetiței născută prematur și declarată moartă inițial a declarat că nu existe nicio schimbare în starea micuței.
sgs_rnd1_160.wav| Avem în medie cam 30 de spectacole pe an.| Avem în mei de cam 30 de spectacoli pe an.
sgs_rnd1_161.wav| Te pare că un rol important în declanșarea migrenilor îl are neurotransmisatorul serotonin.| Se pare că un rol important în declășarea migrenilor îl are neurotransmisătorul serotonină.
sgs_rnd1_162.wav| micii meșteșugari din atelierele pentru reparat pantof sunt afectați de apariția magazinilor cu produse la 15 lei.| micimește șiucar din atelierile pentru reparat pantof sunt afectați de apariția magazinilor cu produse la 15 lei.
sgs_rnd1_163.wav| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoase din program.| Prin urmare, multe asociații au făcut adrese către primărie, cerând să fie scoasă din program.
sgs_rnd1_164.wav| Nimănui în afară de ea nu-i pasă de mine.| Nimă nu-i în afară de ea, nu-i pasă de mine.
sgs_rnd1_165.wav| Ea era tot timpul pe minge.| Ea era tot timpul pe minge.
sgs_rnd1_166.wav| Atunci vânătorul și-a dat seama că este în fața unui record.| Atunci vânătorul ci-a dat seama că este în fața unui record.
sgs_rnd1_167.wav| O știre din îndepărtata Irlandă ar trebui și ea să ne dea serios de gândi.| O știre din neîndepărtat Irlandă ar trebui și ea să ne dea serios de gândi.
sgs_rnd1_168.wav| procesul de negociere de până acum nu a fost usor.| Procesul de negociere de până acum nu a fost usor.
